item_id	status	successor_location	evidence	rationale
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:488:empty	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item empty is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:493:with_scene_node	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_scene_node is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:499:with_entity	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_entity is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:505:with_asset	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_asset is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:511:with_chunk	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_chunk is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:517:with_render_handle	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_render_handle is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:523:with_bundle_path	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_bundle_path is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:534:DiagnosticReport	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DiagnosticReport is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:553:new	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item new is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:571:with_severity	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_severity is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:577:with_remedy	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item with_remedy is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:585:DiagnosticReportSet	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DiagnosticReportSet is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:591:new	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item new is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:596:push	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item push is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:601:is_empty	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item is_empty is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:606:max_severity	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item max_severity is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:611:count_at	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item count_at is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:619:blocks_load	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item blocks_load is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:630:SourceTrace	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item SourceTrace is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:645:from_handle	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item from_handle is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:657:is_broken	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item is_broken is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:667:RendererResourceReport	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item RendererResourceReport is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:688:outstanding_resources	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item outstanding_resources is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:693:suspects_leak	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item suspects_leak is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:701:DEVELOPER_CONSOLE_SCHEMA_VERSION	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DEVELOPER_CONSOLE_SCHEMA_VERSION is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:704:DEVELOPER_CONSOLE_MAX_RECORDS	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DEVELOPER_CONSOLE_MAX_RECORDS is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:708:DEVELOPER_CONSOLE_MAX_RECORDS_PER_TICK	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DEVELOPER_CONSOLE_MAX_RECORDS_PER_TICK is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:714:DeveloperConsoleCategory	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DeveloperConsoleCategory is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:724:DeveloperConsoleSource	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DeveloperConsoleSource is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:734:DeveloperConsoleDetail	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DeveloperConsoleDetail is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:745:DeveloperConsoleRecord	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DeveloperConsoleRecord is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:761:DeveloperConsoleSnapshot	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item DeveloperConsoleSnapshot is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:severity_orders_info_to_fatal	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item severity_orders_info_to_fatal is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:severity_table_matches_variants	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item severity_table_matches_variants is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:scope_table_matches_variants	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item scope_table_matches_variants is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:every_scope_has_at_least_one_code	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item every_scope_has_at_least_one_code is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:world_composition_codes_have_expected_policy	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item world_composition_codes_have_expected_policy is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:codes_table_matches_variants	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item codes_table_matches_variants is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:remedy_table_matches_variants	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item remedy_table_matches_variants is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:required_codes_exist_with_expected_policy	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item required_codes_exist_with_expected_policy is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:report_set_aggregates_severity_and_load_policy	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item report_set_aggregates_severity_and_load_policy is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:source_trace_detects_broken_chains	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item source_trace_detects_broken_chains is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
test:engine-rs/crates/protocol/protocol-diagnostics/src/lib.rs:resource_report_flags_leak_when_created_exceeds_disposed	adapted	rust/crates/engine-inspector/src/diagnostic.rs rust/crates/render-presentation render/packages/renderer-host	cargo test -p engine-inspector render/completeness.tsv	Item resource_report_flags_leak_when_created_exceeds_disposed is explicitly adapted. Severity ordering, local owner domains, locations, advisory remedies, aggregation, stable text, and typed render-owner diagnostics remain. Global Asha code registries, Authority/Projection/RuntimeHost console sources, source traces, ProjectBundle references, and proof-oriented records are obsolete.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:37:AuthoringTransform	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item AuthoringTransform is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:46:AuthoringSource	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item AuthoringSource is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:55:SOURCE_KINDS	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item SOURCE_KINDS is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:64:kind	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item kind is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:81:AuthoringCapability	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item AuthoringCapability is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:89:CAPABILITY_KINDS	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item CAPABILITY_KINDS is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:92:kind	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item kind is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:105:ActivatableCapabilityKind	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item ActivatableCapabilityKind is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:110:ACTIVATABLE_CAPABILITY_KINDS	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item ACTIVATABLE_CAPABILITY_KINDS is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:113:CapabilityActivationAction	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item CapabilityActivationAction is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:118:CAPABILITY_ACTIVATION_ACTIONS	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item CAPABILITY_ACTIVATION_ACTIONS is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
api:engine-rs/crates/protocol/protocol-entity-authoring/src/lib.rs:121:CapabilityActivationPresence	adapted	rust/crates/entity-state/src/definition.rs rust/crates/entity-state/src/model.rs rust/crates/entity-state/src/snapshot.rs rust/crates/entity-state/src/authoring.rs rust/crates/entity-state/src/activation.rs	rust/crates/entity-state/tests/authoring.rs rust/crates/entity-state/tests/snapshots.rs	Item CapabilityActivationPresence is explicitly adapted. Transform, source, capability, activation, definition, event, rejection, and strict stored shapes are local typed APIs; universal command routing tables, codegen catalogs, ProjectBundle source traces, and health, weapon, policy, spawn, and faction content stay out of generic engine authority.
