item_id	kind	donor_path	status	capability	successor_evidence	rationale
api:engine-rs/crates/render/render-billboard/src/lib.rs:73:reset	api	engine-rs/crates/render/render-billboard/src/lib.rs	adapted	billboard-projection	rust/crates/render-presentation/src/billboard.rs rust/crates/render-presentation/tests/domain_projectors.rs	Exact donor api fn:reset is explicitly adapted under billboard-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-billboard/src/lib.rs:create_update_destroy_validates_retained_billboard_lifecycle	test	engine-rs/crates/render/render-billboard/src/lib.rs	adapted	billboard-projection	rust/crates/render-presentation/src/billboard.rs rust/crates/render-presentation/tests/domain_projectors.rs	Exact donor test create_update_destroy_validates_retained_billboard_lifecycle is explicitly adapted under billboard-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-billboard/src/lib.rs:assets_and_descriptor_bounds_fail_closed_without_partial_update	test	engine-rs/crates/render/render-billboard/src/lib.rs	adapted	billboard-projection	rust/crates/render-presentation/src/billboard.rs rust/crates/render-presentation/tests/domain_projectors.rs	Exact donor test assets_and_descriptor_bounds_fail_closed_without_partial_update is explicitly adapted under billboard-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-billboard/src/lib.rs:icon_texture_and_reset_are_catalog_validated_and_disposable	test	engine-rs/crates/render/render-billboard/src/lib.rs	adapted	billboard-projection	rust/crates/render-presentation/src/billboard.rs rust/crates/render-presentation/tests/domain_projectors.rs	Exact donor test icon_texture_and_reset_are_catalog_validated_and_disposable is explicitly adapted under billboard-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/json.rs:21:encode_frame	api	engine-rs/crates/render/render-bridge/src/json.rs	adapted	json-contract	fixtures/render/retained-frame-v1.json render/packages/render-contracts/src/validation.test.ts	Exact donor api fn:encode_frame is explicitly adapted under json-contract. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/json.rs:36:encode_sequence	api	engine-rs/crates/render/render-bridge/src/json.rs	adapted	json-contract	fixtures/render/retained-frame-v1.json render/packages/render-contracts/src/validation.test.ts	Exact donor api fn:encode_sequence is explicitly adapted under json-contract. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:37:json	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api mod:json is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:39:presentation	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api mod:presentation is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:41:voxel	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api mod:voxel is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:64:NodeProjection	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api trait:NodeProjection is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:69:RenderProjector	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api struct:RenderProjector is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:78:new	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api fn:new is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:90:project	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api fn:project is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:140:handle_of	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api fn:handle_of is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:168:SceneProjection	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api struct:SceneProjection is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/lib.rs:192:scene_projector	api	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor api fn:scene_projector is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/lib.rs:projects_create_diffs_for_new_entities_in_sorted_order	test	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor test projects_create_diffs_for_new_entities_in_sorted_order is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/lib.rs:unchanged_store_projects_empty_frame	test	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor test unchanged_store_projects_empty_frame is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/lib.rs:tag_change_projects_a_metadata_update_only	test	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor test tag_change_projects_a_metadata_update_only is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/lib.rs:removed_entity_projects_a_destroy_with_its_handle	test	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor test removed_entity_projects_a_destroy_with_its_handle is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/lib.rs:mixed_frame_orders_creates_then_updates_then_destroys	test	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor test mixed_frame_orders_creates_then_updates_then_destroys is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/lib.rs:bridge_emits_the_committed_render_fixture	test	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor test bridge_emits_the_committed_render_fixture is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/lib.rs:handles_are_stable_across_frames	test	engine-rs/crates/render/render-bridge/src/lib.rs	adapted	entity-projection	rust/crates/render-projection/src/entity.rs	Exact donor test handles_are_stable_across_frames is explicitly adapted under entity-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
internal:engine-rs/crates/render/render-bridge/src/mesh_payload.rs	internal	engine-rs/crates/render/render-bridge/src/mesh_payload.rs	adapted	mesh-payloads	rust/crates/render-model/src/mesh.rs rust/crates/render-projection/src/voxel.rs	Exact donor internal no-public-api-or-test is explicitly adapted under mesh-payloads. The source has no exported API or test item; its internal behavior remains covered by the linked successor evidence and exact file disposition.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:56:SpriteAtlasSource	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	textures-sprites	rust/crates/render-model/src/assets.rs render/packages/render-projection/src/retained-projection.test.ts render/packages/renderer-three/src/renderer.test.ts	Exact donor api struct:SpriteAtlasSource is explicitly adapted under textures-sprites. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:65:RenderSourceKind	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api enum:RenderSourceKind is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:75:RenderSource	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api struct:RenderSource is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:89:RenderRegistry	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api struct:RenderRegistry is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:96:new	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:new is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:125:handle_of_node	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:handle_of_node is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:130:source_of	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:source_of is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:135:live_handles	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:live_handles is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:140:len	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:len is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:144:is_empty	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:is_empty is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:151:integrity_diagnostics	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:integrity_diagnostics is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:177:RenderProjectionDiagnostic	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api enum:RenderProjectionDiagnostic is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:216:code	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:code is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:244:ProjectionMode	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api enum:ProjectionMode is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:263:SpriteRuntime	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	textures-sprites	rust/crates/render-model/src/assets.rs render/packages/render-projection/src/retained-projection.test.ts render/packages/renderer-three/src/renderer.test.ts	Exact donor api struct:SpriteRuntime is explicitly adapted under textures-sprites. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:284:NodePresentation	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api struct:NodePresentation is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:292:ScenePresentation	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api struct:ScenePresentation is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:302:without_overrides	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:without_overrides is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:317:ScenePresentationOwned	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api struct:ScenePresentationOwned is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:325:as_input	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:as_input is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:372:ScenePresentationProjector	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api struct:ScenePresentationProjector is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:388:new	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:new is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:396:with_mode	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:with_mode is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:411:projection_mode	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:projection_mode is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:417:register_atlas_source	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:register_atlas_source is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:422:registry	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:registry is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:427:diagnostics	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:diagnostics is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:433:project	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor api fn:project is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/presentation.rs:1000:project_voxel_materials	api	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api fn:project_voxel_materials is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:runtime_authority_skips_and_classifies_a_node_with_no_runtime_entity	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test runtime_authority_skips_and_classifies_a_node_with_no_runtime_entity is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:scene_preview_still_renders_the_authored_fallback	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test scene_preview_still_renders_the_authored_fallback is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:runtime_authority_renders_a_bootstrapped_node_from_authority_transform	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test runtime_authority_renders_a_bootstrapped_node_from_authority_transform is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:runtime_authority_destroys_a_node_that_loses_its_runtime_entity	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test runtime_authority_destroys_a_node_that_loses_its_runtime_entity is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:static_mesh_nodes_define_once_and_instance_per_node	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test static_mesh_nodes_define_once_and_instance_per_node is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:unchanged_presentation_projects_empty_frame	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test unchanged_presentation_projects_empty_frame is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:authority_transform_move_projects_a_transform_update_only	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test authority_transform_move_projects_a_transform_update_only is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:material_override_change_recreates_instance_without_redefining_geometry	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test material_override_change_recreates_instance_without_redefining_geometry is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:sprite_node_projects_create_then_deterministic_frame_update	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	textures-sprites	rust/crates/render-model/src/assets.rs render/packages/render-projection/src/retained-projection.test.ts render/packages/renderer-three/src/renderer.test.ts	Exact donor test sprite_node_projects_create_then_deterministic_frame_update is explicitly adapted under textures-sprites. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:removing_a_node_destroys_its_handle_and_frees_it	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test removing_a_node_destroys_its_handle_and_frees_it is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:source_trace_answers_handle_to_scene_node_entity_and_asset	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test source_trace_answers_handle_to_scene_node_entity_and_asset is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:missing_material_dependency_uses_fallback_slot_and_reports	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test missing_material_dependency_uses_fallback_slot_and_reports is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:missing_mesh_asset_in_catalog_is_classified	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test missing_mesh_asset_in_catalog_is_classified is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/presentation.rs:projection_is_deterministic_across_repeated_runs	test	engine-rs/crates/render/render-bridge/src/presentation.rs	adapted	authored-projection	rust/crates/render-projection/src/authored.rs	Exact donor test projection_is_deterministic_across_repeated_runs is explicitly adapted under authored-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/scene_lighting.rs:90:project_authored_scene_lights	api	engine-rs/crates/render/render-bridge/src/scene_lighting.rs	adapted	lighting	rust/crates/render-projection/src/authored.rs render/packages/renderer-three/src/renderer.test.ts	Exact donor api fn:project_authored_scene_lights is explicitly adapted under lighting. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:engine-rs/crates/render/render-bridge/src/scene_lighting.rs:hierarchy_projects_updates_and_destroys_one_retained_light	test	engine-rs/crates/render/render-bridge/src/scene_lighting.rs	adapted	lighting	rust/crates/render-projection/src/authored.rs render/packages/renderer-three/src/renderer.test.ts	Exact donor test hierarchy_projects_updates_and_destroys_one_retained_light is explicitly adapted under lighting. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:40:ChunkMeshStrategy	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api trait:ChunkMeshStrategy is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:51:VisibleFaceStrategy	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api struct:VisibleFaceStrategy is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:68:VoxelProjectionDiagnostic	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api enum:VoxelProjectionDiagnostic is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:77:VoxelProjectionWork	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api struct:VoxelProjectionWork is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:89:VoxelProjectionInstance	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api struct:VoxelProjectionInstance is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:97:VoxelProjectionInstanceError	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api enum:VoxelProjectionInstanceError is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:116:to_payload_descriptor	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api fn:to_payload_descriptor is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:160:VoxelChunkProjector	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api struct:VoxelChunkProjector is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:178:new	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api fn:new is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:engine-rs/crates/render/render-bridge/src/voxel.rs:185:with_strategy	api	engine-rs/crates/render/render-bridge/src/voxel.rs	adapted	voxel-projection	rust/crates/render-projection/src/voxel.rs	Exact donor api fn:with_strategy is explicitly adapted under voxel-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
